uid,observed_on,place_guess,description,tags,timestamp,lat,lon,photo_url,name,image_path
197528271,2023/08/19 6:41 AM,"Wilderness Rim, United States",stray,,2023-08-19,47.2322118766382,-121.64536408035234,https://inaturalist-open-data.s3.amazonaws.com/photos/347924698/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197528271-2023-08-19.jpg
197527410,2023/08/18 7:49 PM,"Wilderness Rim, United States",stray,,2023-08-18,47.13253251635515,-121.62943897810567,https://inaturalist-open-data.s3.amazonaws.com/photos/347924302/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197527410-2023-08-18.jpg
197517919,2013-01-07 17:40:31,"Tanner, United States",,,2013-01-07,47.480285767792836,-121.63054058571093,https://static.inaturalist.org/photos/347904675/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197517919-2013-01-07.jpg
197511282,2013/05/21,"Riverbend, United States",,,2013-05-21,47.368867877733635,-121.59259172421405,https://inaturalist-open-data.s3.amazonaws.com/photos/347890689/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197511282-2013-05-21.jpg
197473528,2024-01-24,"Seabeck, United States",,,2024-01-24,47.554011113599834,-122.8633505595235,https://inaturalist-open-data.s3.amazonaws.com/photos/347814877/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197473528-2024-01-24.jpg
197471996,2024-01-24 19:27:00,"Darrington, United States",,,2024-01-24,48.29281599695624,-121.79209377120623,https://inaturalist-open-data.s3.amazonaws.com/photos/347811872/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197471996-2024-01-24.jpg
197468986,2023/03/28 3:31 PM,"Darrington, United States",,,2023-03-28,48.04894270822518,-121.22426060680817,https://inaturalist-open-data.s3.amazonaws.com/photos/347804704/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197468986-2023-03-28.jpg
197464621,2024/01/24 5:07 PM,"Kingston, United States",,,2024-01-24,47.8837344591956,-122.4661480771582,https://inaturalist-open-data.s3.amazonaws.com/photos/347795926/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197464621-2024-01-24.jpg
197464618,2024/01/24 5:04 PM,"Enumclaw, United States",,,2024-01-24,47.24164044471373,-121.82293718846681,https://inaturalist-open-data.s3.amazonaws.com/photos/347795914/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197464618-2024-01-24.jpg
197462215,2023/07/18 17:36,"Granite Falls, United States",,,2023-07-18,48.02627311988941,-121.878852941387,https://inaturalist-open-data.s3.amazonaws.com/photos/347792106/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197462215-2023-07-18.jpg
197451525,2024/01/13 12:52 PM,"Port Townsend, United States",,,2024-01-13,48.11580140499053,-122.7465751098565,https://inaturalist-open-data.s3.amazonaws.com/photos/347767220/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197451525-2024-01-13.jpg
197444550,2023-04-26 01:12:03-04:00,"Cle Elum, United States",Street dog,,2023-04-26,47.327297187262005,-121.16073275676014,https://inaturalist-open-data.s3.amazonaws.com/photos/347757218/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197444550-2023-04-26.jpg
197444089,2023-04-21 18:57:42-04:00,"Darrington, United States",Street dog 3/3,,2023-04-21,48.232300910084575,-121.09057996004556,https://inaturalist-open-data.s3.amazonaws.com/photos/347756156/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197444089-2023-04-21.jpg
197444080,2023-04-21 18:57:31-04:00,"Cle Elum, United States",Street dog 2/3,,2023-04-21,47.1404836741964,-121.39363456694825,https://inaturalist-open-data.s3.amazonaws.com/photos/347756130/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197444080-2023-04-21.jpg
197444054,2023-04-21 18:56:30-04:00,"Arlington Heights, United States",Street dog 1/3,,2023-04-21,48.30719482121864,-122.00387642823267,https://inaturalist-open-data.s3.amazonaws.com/photos/347756100/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197444054-2023-04-21.jpg
197443718,2023-04-21 15:58:54-04:00,"Leavenworth, United States",Street dog ,,2023-04-21,47.66687747586644,-121.17544545840629,https://inaturalist-open-data.s3.amazonaws.com/photos/347755261/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197443718-2023-04-21.jpg
197443684,2023-04-21 15:58:33-04:00,"Burley, United States",Street dog,,2023-04-21,47.433729852687,-122.71844204781357,https://inaturalist-open-data.s3.amazonaws.com/photos/347755210/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197443684-2023-04-21.jpg
197443633,2023/12/27 3:55 PM,"Arlington Heights, United States",,,2023-12-27,48.315626591623555,-122.00677358260516,https://static.inaturalist.org/photos/347752195/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197443633-2023-12-27.jpg
197443574,2023-04-17 00:28:43-04:00,"Woodway, United States",Street dog,,2023-04-16,47.78263358066212,-122.43107318173209,https://inaturalist-open-data.s3.amazonaws.com/photos/347755090/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197443574-2023-04-16.jpg
197443548,2023-04-17 00:28:00-04:00,"Gold Bar, United States",Street dog,,2023-04-16,47.65278097290788,-121.33349485290603,https://inaturalist-open-data.s3.amazonaws.com/photos/347756771/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197443548-2023-04-16.jpg
197443247,2023-03-24 01:06:14-04:00,"Darrington, United States","Not mine and not anyone's, at this time. She was wandering the beach. She was very hungry and sad acting. She was a stray that we brought back across border to CA after getting shots. ",,2023-03-23,48.577230210981135,-121.73511343572657,https://inaturalist-open-data.s3.amazonaws.com/photos/347754584/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197443247-2023-03-23.jpg
197430655,2024-01-24 09:25:07+08:00,"Bothell East, United States",,,2024-01-24,47.790917795843555,-122.18106307838077,https://inaturalist-open-data.s3.amazonaws.com/photos/347728630/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197430655-2024-01-24.jpg
197430654,2024-01-24 09:18:18+08:00,"Tumwater, United States",,,2024-01-24,47.02765611391456,-122.92241064066056,https://inaturalist-open-data.s3.amazonaws.com/photos/347728591/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197430654-2024-01-24.jpg
197427602,2024-01-24 09:03:53+08:00,"Puyallup, United States",,,2024-01-24,47.15304172164381,-122.3097644179703,https://inaturalist-open-data.s3.amazonaws.com/photos/347728570/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197427602-2024-01-24.jpg
197426774,2024-01-24 08:31:16+08:00,"North Fort Lewis, United States",,,2024-01-24,47.11157734243439,-122.59107210117101,https://inaturalist-open-data.s3.amazonaws.com/photos/347728548/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197426774-2024-01-24.jpg
197420073,2024-01-23 16:40:17,"Kingston, United States",No collar on this stray dog. Beautiful animal. ,,2024-01-23,47.82304408237413,-122.47060142856539,https://inaturalist-open-data.s3.amazonaws.com/photos/347706112/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197420073-2024-01-23.jpg
197416992,2024-01-14 17:56:16-06:00,"Darrington, United States",,,2024-01-14,48.167255422418286,-121.76126341504003,https://inaturalist-open-data.s3.amazonaws.com/photos/347699911/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197416992-2024-01-14.jpg
197371435,2024-01-08 10:41:14+08:00,"Woods Creek, United States",,,2024-01-08,47.86302641984535,-121.9275681061749,https://inaturalist-open-data.s3.amazonaws.com/photos/347606949/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197371435-2024-01-08.jpg
197371418,2023-04-10 07:36:43+10:00,"Enumclaw, United States",,,2023-04-10,46.88397560690172,-121.64082000983112,https://inaturalist-open-data.s3.amazonaws.com/photos/347606923/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197371418-2023-04-10.jpg
197343294,2017-10-21 16:00:00-04:00,"Darrington, United States",Appeared stray,,2017-10-21,48.70924128911397,-121.48731027558976,https://inaturalist-open-data.s3.amazonaws.com/photos/347549781/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197343294-2017-10-21.jpg
197343272,2017-10-21 16:00:00-04:00,"Stanwood, United States",Appeared stray,,2017-10-21,48.29729976809079,-122.30503455429213,https://inaturalist-open-data.s3.amazonaws.com/photos/347549731/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197343272-2017-10-21.jpg
197339326,"April 18th, 1995","Seabeck, United States",Feral but very friendly.,,1995-04-18,47.5457283876999,-122.94776345401601,https://inaturalist-open-data.s3.amazonaws.com/photos/347541452/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197339326-1995-04-18.jpg
197339245,"April 19th, 1995","Lacey, United States",Feral but friendly.,,1995-04-19,46.98925281696368,-122.85621204536416,https://inaturalist-open-data.s3.amazonaws.com/photos/347541382/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197339245-1995-04-19.jpg
197319053,2024/01/21 08:58,"Woods Creek, United States",,,2024-01-21,47.92227495927974,-121.94091349845291,https://inaturalist-open-data.s3.amazonaws.com/photos/347502343/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197319053-2024-01-21.jpg
197315277,2024/01/21 3:27 PM,"Anacortes, United States",,,2024-01-21,48.46171421033253,-122.67125215305617,https://inaturalist-open-data.s3.amazonaws.com/photos/347495600/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197315277-2024-01-21.jpg
197313337,2024/01/22 7:47 AM,"Darrington, United States",,,2024-01-22,48.040577723043825,-121.24640773816758,https://inaturalist-open-data.s3.amazonaws.com/photos/347492038/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197313337-2024-01-22.jpg
197302428,2018/12/14 9:48 AM,"Tanner, United States",,,2018-12-14,47.55399358557327,-121.6952281870381,https://static.inaturalist.org/photos/347468629/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197302428-2018-12-14.jpg
197274171,2024-01-22 09:19:24+08:00,"Sultan, United States",,,2024-01-22,47.89488864675164,-121.80389537769925,https://inaturalist-open-data.s3.amazonaws.com/photos/347410830/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197274171-2024-01-22.jpg
197274097,2024/01/21 11:28 AM,"Tanner, United States",,,2024-01-21,47.52633909460383,-121.31354176588965,https://inaturalist-open-data.s3.amazonaws.com/photos/347404033/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197274097-2024-01-21.jpg
197266574,2024/01/08 2:00 PM,"Seabeck, United States",,,2024-01-08,47.83329435026067,-122.97316321269666,https://inaturalist-open-data.s3.amazonaws.com/photos/347389796/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197266574-2024-01-08.jpg
197258348,2022/06/13 10:21,"Cle Elum, United States",,,2022-06-13,47.57837617237407,-121.22962814902122,https://inaturalist-open-data.s3.amazonaws.com/photos/347377235/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197258348-2022-06-13.jpg
197257529,2019/09/08 15:56,"Cottage Lake, United States",,,2019-09-08,47.761389123187826,-122.10697842596196,https://inaturalist-open-data.s3.amazonaws.com/photos/347375842/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197257529-2019-09-08.jpg
197251579,2024-01-21 13:32:08,"Lea Hill, United States",coyote dog hybrid?,,2024-01-21,47.25542253815928,-122.15914349974707,https://inaturalist-open-data.s3.amazonaws.com/photos/347365047/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197251579-2024-01-21.jpg
197251011,2024-01-21 20:19:18,"Darrington, United States",,,2024-01-21,48.704865463769394,-121.37160151677799,https://inaturalist-open-data.s3.amazonaws.com/photos/347364135/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197251011-2024-01-21.jpg
197250381,"April 19th, 1991","Darrington, United States","Feral dogs, not pets, but very friendly.",,1991-04-19,48.11510268039956,-121.41998579752251,https://inaturalist-open-data.s3.amazonaws.com/photos/347362518/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197250381-1991-04-19.jpg
197242229,2024/01/21 16:06,"Camano, United States",,,2024-01-21,48.23207067348356,-122.49181876680666,https://static.inaturalist.org/photos/347345783/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197242229-2024-01-21.jpg
197237836,2024/01/21 10:25 AM,"Darrington, United States",,,2024-01-21,48.0299170286304,-121.19336598964563,https://inaturalist-open-data.s3.amazonaws.com/photos/347334999/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197237836-2024-01-21.jpg
197237833,2024/01/21 10:25 AM,"Granite Falls, United States",,,2024-01-21,48.162361888587064,-121.95881265980343,https://inaturalist-open-data.s3.amazonaws.com/photos/347334941/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197237833-2024-01-21.jpg
197237832,2024/01/21 10:25 AM,"Sequim, United States",,,2024-01-21,48.1212689159958,-123.01967842537772,https://inaturalist-open-data.s3.amazonaws.com/photos/347334963/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197237832-2024-01-21.jpg
197231326,2024-01-16 11:40:03-05:00,"Ault Field, United States",,,2024-01-16,48.364076117523624,-122.871045510148,https://inaturalist-open-data.s3.amazonaws.com/photos/347323877/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197231326-2024-01-16.jpg
197228357,2024/01/20 12:28,"Smokey Point, United States",,,2024-01-20,48.216792703641055,-122.26118171107765,https://inaturalist-open-data.s3.amazonaws.com/photos/347316880/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197228357-2024-01-20.jpg
197225737,2024-01-21 11:09:58-03:00,"Darrington, United States","Gorda se llama
",,2024-01-21,47.99465673501622,-121.18212139193082,https://static.inaturalist.org/photos/347313330/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197225737-2024-01-21.jpg
197221952,2024/01/01 5:33 PM,"Darrington, United States",Exif_JPEG_420,,2024-01-01,48.13877922403175,-121.27327270124916,https://inaturalist-open-data.s3.amazonaws.com/photos/347304592/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197221952-2024-01-01.jpg
197221951,2024/01/01 4:42 PM,"Peaceful Valley, United States",Exif_JPEG_420,,2024-01-01,48.70267907621559,-121.74867204560648,https://inaturalist-open-data.s3.amazonaws.com/photos/347304577/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197221951-2024-01-01.jpg
197215145,2023/12/25 5:10 PM,"Tanner, United States",Exif_JPEG_420,,2023-12-25,47.34233682836692,-121.43477173564999,https://inaturalist-open-data.s3.amazonaws.com/photos/347292004/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197215145-2023-12-25.jpg
197211113,2020-09-02 17:04:35,"Big Lake, United States",,,2020-09-02,48.3999797339116,-122.08366284213676,https://inaturalist-open-data.s3.amazonaws.com/photos/347284516/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197211113-2020-09-02.jpg
197194346,2023-12-19 17:55:48,"Burien, United States",,,2023-12-19,47.466208483111146,-122.32846706855838,https://static.inaturalist.org/photos/347248887/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197194346-2023-12-19.jpg
197181917,2023/12/21 9:09 AM,"Port Hadlock-Irondale, United States",,,2023-12-21,47.94803967459556,-122.87901545388394,https://inaturalist-open-data.s3.amazonaws.com/photos/347221611/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197181917-2023-12-21.jpg
197181281,2018/10/12 1:19 PM,"Coupeville, United States",,,2018-10-12,48.180021614040484,-122.69525213350101,https://static.inaturalist.org/photos/347221665/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197181281-2018-10-12.jpg
197180955,2024-01-19 13:37:04,"Clear Lake, United States",,,2024-01-19,48.47296211861313,-122.21614033133119,https://inaturalist-open-data.s3.amazonaws.com/photos/347221500/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197180955-2024-01-19.jpg
197177925,"April 19th, 1992","Enumclaw, United States","Feral but very friendly.

 Near L'Ansecoy Beach.",,1992-04-19,47.21463869934498,-121.79078621963004,https://inaturalist-open-data.s3.amazonaws.com/photos/347215136/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197177925-1992-04-19.jpg
197177865,17 April 1991,"Darrington, United States","Feral. 

Buster and Chloe liked to dig out a ghost crab on the beach and then try to terrorize it, although they were also scared because they knew they were running the risk of being pinched on the nose!",,1991-04-17,48.71098968514712,-121.0992544848316,https://inaturalist-open-data.s3.amazonaws.com/photos/347214964/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197177865-1991-04-17.jpg
197175776,2023-12-30 09:35:43-06:00,"Bothell, United States",,,2023-12-30,47.78831360488639,-122.21538154684342,https://inaturalist-open-data.s3.amazonaws.com/photos/347210857/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197175776-2023-12-30.jpg
197159828,2013/05/15,"Darrington, United States",,,2013-05-15,48.62757580276472,-121.13703567481383,https://inaturalist-open-data.s3.amazonaws.com/photos/347180149/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197159828-2013-05-15.jpg
197127601,2024-01-20 08:59:55+03:00,"Allyn, United States",,,2024-01-20,47.31432345921135,-122.9501302320827,https://inaturalist-open-data.s3.amazonaws.com/photos/347115112/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197127601-2024-01-20.jpg
197125761,2024/01/05 16:23,"Darrington, United States","Aborigines claim that these dogs are a breed (subspecies) of the dogs of Phu Quoc Island. Wild dogs in Yangon (Myanmar), for example, are monotonously red, like a Dingo dog, without black stripes.",,2024-01-05,48.42534797185697,-121.79229764445654,https://inaturalist-open-data.s3.amazonaws.com/photos/347111265/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197125761-2024-01-05.jpg
197113392,2024-01-19 13:26:38,"Cle Elum, United States",,,2024-01-19,47.50498801297758,-121.0810698031193,https://static.inaturalist.org/photos/347086718/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197113392-2024-01-19.jpg
197107315,2024-01-20 09:56:04+08:00,"Sedro-Woolley, United States",,,2024-01-20,48.6437592180067,-122.15604819023555,https://inaturalist-open-data.s3.amazonaws.com/photos/347075572/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197107315-2024-01-20.jpg
197088151,2024-01-19 22:04:50,"Gold Bar, United States",,,2024-01-19,47.702086192661675,-121.23019080306709,https://static.inaturalist.org/photos/347034235/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197088151-2024-01-19.jpg
197035931,2024-01-19 10:28:49+08:00,"Cle Elum, United States",,,2024-01-19,47.52590797037816,-121.17450048008463,https://inaturalist-open-data.s3.amazonaws.com/photos/346930926/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197035931-2024-01-19.jpg
197035912,2024-01-19 10:21:13+08:00,"Anacortes, United States",,,2024-01-19,48.41574117178454,-122.56158164407694,https://inaturalist-open-data.s3.amazonaws.com/photos/346930918/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197035912-2024-01-19.jpg
197035893,2024-01-19 10:20:27+08:00,"Darrington, United States",,,2024-01-19,48.47855447082927,-121.84242292540189,https://inaturalist-open-data.s3.amazonaws.com/photos/346930907/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197035893-2024-01-19.jpg
197033990,2024/01/16 9:25 AM,"Cle Elum, United States",,,2024-01-16,47.52983300209017,-121.27212460159654,https://inaturalist-open-data.s3.amazonaws.com/photos/346913383/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197033990-2024-01-16.jpg
197028953,2024/01/17 1:52 PM,"Granite Falls, United States","Saddleback Butte State Park
These two dogs saw me from clear across the park and came running towards me with a third one that I didn't see at first. One of them had a collar and tag. While they were friendly, they followed me everywhere I went so I had to leave as I just couldn't concentrate on photography with them following me, including to my car. Appear well fed so not sure if someone just lets them roam free??",,2024-01-17,48.16130889788554,-121.80350088880138,https://static.inaturalist.org/photos/346915799/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197028953-2024-01-17.jpg
197026584,2024-01-18 16:23:00,"Tanner, United States",,,2024-01-18,47.378679452170545,-121.34830384250228,https://static.inaturalist.org/photos/346911293/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197026584-2024-01-18.jpg
197019918,2024-01-19 06:31:32+08:00,"Enumclaw, United States",,,2024-01-19,47.23056789092482,-121.79852972548083,https://inaturalist-open-data.s3.amazonaws.com/photos/346897360/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197019918-2024-01-19.jpg
197019863,2024-01-19 06:30:49+08:00,"Darrington, United States",,,2024-01-19,48.35501353388784,-121.71014649836164,https://inaturalist-open-data.s3.amazonaws.com/photos/346897199/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/197019863-2024-01-19.jpg
196999621,2024-01-15 05:45:00,"Clear Lake, United States",,,2024-01-15,48.43138418178537,-122.0064336895603,https://inaturalist-open-data.s3.amazonaws.com/photos/346856883/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/196999621-2024-01-15.jpg
196998677,2024/01/18 16:47,"Burlington, United States",,,2024-01-18,48.51057778212896,-122.43242864668693,https://inaturalist-open-data.s3.amazonaws.com/photos/346854097/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/196998677-2024-01-18.jpg
196998674,2024/01/18 16:36,"Cle Elum, United States",,,2024-01-18,47.609900335611265,-121.2098918951674,https://inaturalist-open-data.s3.amazonaws.com/photos/346853822/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/196998674-2024-01-18.jpg
196992419,2024-01-07 22:21:47+07:00,"Three Lakes, United States",,,2024-01-07,47.922710081690774,-122.02612852564556,https://static.inaturalist.org/photos/346841974/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/196992419-2024-01-07.jpg
196990184,2024/01/18 4:20 PM,"Sequim, United States",,,2024-01-18,47.86733996575085,-123.04618335694126,https://inaturalist-open-data.s3.amazonaws.com/photos/346837342/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/196990184-2024-01-18.jpg
196990183,2024/01/18 4:17 PM,"Anacortes, United States",,,2024-01-18,48.58190111597178,-122.48726752727927,https://inaturalist-open-data.s3.amazonaws.com/photos/346837339/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/196990183-2024-01-18.jpg
196978832,2024-01-18 12:53:36+03:30,"Wilderness Rim, United States",,,2024-01-18,47.394145922865626,-121.82379446993555,https://inaturalist-open-data.s3.amazonaws.com/photos/346815468/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/196978832-2024-01-18.jpg
196968246,2024-01-10 15:05:11+07:00,"Home, United States",,,2024-01-10,47.2461725337778,-122.73274089885561,https://inaturalist-open-data.s3.amazonaws.com/photos/346793388/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/196968246-2024-01-10.jpg
196966281,2023-12-29 14:04:38,"Cle Elum, United States","Feral dogs, sleeping on the street.",,2023-12-29,47.069812598058974,-121.1255969602177,https://inaturalist-open-data.s3.amazonaws.com/photos/346789198/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/196966281-2023-12-29.jpg
196953042,2024-01-18 07:33:08+07:00,"Mount Vernon, United States",,,2024-01-18,48.433389523767296,-122.32964165526198,https://inaturalist-open-data.s3.amazonaws.com/photos/346759925/original.jpg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/196953042-2024-01-18.jpg
196916257,2024/01/17 7:10 AM,"Buckley, United States",,,2024-01-17,47.04055465992472,-121.94068736415306,https://inaturalist-open-data.s3.amazonaws.com/photos/346685694/original.jpeg,Domesticated Dog,/content/drive/MyDrive/SU/dog-compass/dog-data/Domesticated Dog/photos/196916257-2024-01-17.jpg
